ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma20,ma50,ma200,score,name
3077.T,JP,JPY,755.0,0.53,44.64,19.84,44.91,106.28,138.92,888.0,310.0,-14.98,38.2,0.15,771.2,636.92,492.32,38,3077.T
5384.T,JP,JPY,2989.0,1.94,27.1,5.2,9.62,24.64,66.41,3257.95,1748.63,-8.26,67.4,1.12,2897.7,2951.39,2443.83,38,5384.T
VMC,US,USD,292.07000732421875,-0.22,-0.01,9.58,-2.59,0.36,19.07,329.75,243.62,-11.43,60.2,0.53,286.22,286.11,290.37,38,VMC
PSKY,US,USD,10.970000267028809,-2.66,-16.34,23.54,-7.26,-32.79,-4.98,19.55,8.79,-43.9,64.7,0.52,10.65,10.53,13.45,38,PSKY
6504.T,JP,JPY,12210.0,0.45,0.99,6.92,6.13,13.48,99.67,13910.0,5990.32,-12.22,70.6,0.94,11384.25,11644.4,10433.26,38,6504.T
177A.T,JP,JPY,1329.0,-2.21,-7.32,12.15,-2.03,-13.81,-22.53,1830.55,1173.1,-27.4,66.3,0.13,1280.7,1233.39,1469.61,38,177A.T
6104.T,JP,JPY,4165.0,-0.24,-2.5,8.89,-4.04,-3.5,24.08,4536.97,3008.99,-8.2,60.7,1.03,4108.25,4082.66,4046.19,38,6104.T
6145.T,JP,JPY,2354.0,0.17,-0.09,8.63,-4.72,1.82,19.37,2637.06,1662.58,-10.73,65.5,0.83,2301.9,2351.45,2253.09,38,6145.T
6444.T,JP,JPY,173.0,-1.7,26.28,14.57,16.89,19.31,37.3,193.0,114.0,-10.36,52.6,0.4,170.1,166.0,146.61,38,6444.T
ORCL,US,USD,173.27999877929688,-1.7,-10.92,21.76,-4.69,-37.75,26.38,325.76,136.0,-46.81,68.0,0.95,157.96,154.03,212.74,38,ORCL
6140.T,JP,JPY,1310.0,2.99,59.13,3.64,48.6,56.5,83.68,1639.54,677.23,-20.1,69.8,1.29,1221.4,1280.56,927.06,38,6140.T
6578.T,JP,JPY,443.0,1.84,11.06,8.58,-4.06,61.61,31.84,505.98,267.24,-12.45,69.2,1.08,422.1,430.53,360.61,38,6578.T
3933.T,JP,JPY,682.0,-1.16,5.94,7.4,3.59,9.41,3.44,787.67,610.69,-13.42,69.5,0.64,660.5,651.66,662.94,38,3933.T
CHRW,US,USD,183.02999877929688,-0.39,12.18,9.17,3.11,47.03,107.8,199.91,85.91,-8.44,66.2,0.56,172.46,175.23,150.43,38,CHRW
6806.T,JP,JPY,21775.0,1.92,24.84,3.22,25.05,11.42,41.06,23709.63,15436.72,-8.16,68.1,0.96,21125.0,21310.93,18850.02,38,6806.T
7966.T,JP,JPY,4960.0,1.54,12.4,6.32,3.79,32.59,88.91,5396.38,2620.7,-8.09,65.2,0.49,4817.25,4881.27,4037.04,38,7966.T
4689.T,JP,JPY,415.8999938964844,-0.6,2.01,10.06,4.42,-5.56,-19.94,554.39,358.67,-24.98,64.4,0.63,409.21,392.44,434.6,38,4689.T
CDW,US,USD,135.32000732421875,-0.84,2.13,11.67,6.75,-13.8,-12.89,187.53,113.48,-27.84,67.9,0.74,128.93,124.6,144.73,38,CDW
2264.T,JP,JPY,4920.0,2.46,32.23,2.69,24.67,44.92,50.35,5036.0,3142.39,-2.3,49.5,1.4,4902.45,4753.36,3810.75,38,2264.T
CEG,US,USD,313.5299987792969,7.09,-14.28,6.21,10.05,-14.08,41.32,402.95,221.87,-22.19,69.5,1.21,288.38,299.54,326.73,38,CEG
MNST,US,USD,78.2300033569336,0.86,2.72,8.68,-3.61,11.93,33.34,86.66,58.49,-9.73,64.6,0.89,74.79,77.23,71.48,38,MNST
CRWD,US,USD,448.1300048828125,0.62,-1.2,14.14,-4.31,-14.15,5.47,557.53,350.25,-19.62,62.7,0.61,412.58,410.0,458.17,38,CRWD
2152.T,JP,JPY,1568.0,3.5,13.21,8.44,7.05,15.43,21.96,1568.0,1239.43,0.0,58.0,0.62,1517.25,1486.36,1415.72,38,2152.T
1726.T,JP,JPY,526.0,0.0,50.72,0.0,46.52,57.01,60.7,530.0,315.6,-0.75,50.0,0.86,525.65,527.14,387.72,37,1726.T
1436.T,JP,JPY,4115.0,4.18,65.26,4.18,65.93,72.03,70.54,4250.0,2107.0,-3.18,50.4,0.82,4067.75,3610.8,2643.86,37,1436.T
7726.T,JP,JPY,1048.0,-1.32,7.44,3.15,1.27,12.71,24.33,1136.81,839.98,-7.81,60.3,1.98,1025.35,1007.04,963.93,37,7726.T
9344.T,JP,JPY,921.0,-0.32,1.1,2.22,-1.18,4.19,21.12,966.0,676.43,-4.66,62.0,1.7,913.1,909.58,875.52,37,9344.T
6316.T,JP,JPY,2363.0,-0.3,2.56,2.07,-1.09,10.21,24.9,2477.0,1891.84,-4.6,73.1,1.99,2317.0,2347.96,2223.04,37,6316.T
6250.T,JP,JPY,3805.0,3.54,29.73,6.73,13.41,42.66,89.57,4015.0,1960.92,-5.23,51.0,1.12,3796.5,3720.8,2879.54,37,6250.T
1417.T,JP,JPY,3920.0,-0.25,12.07,7.72,3.81,35.91,83.52,4113.14,2135.95,-4.7,81.4,1.09,3742.15,3743.5,3220.0,37,1417.T
7999.T,JP,JPY,7570.0,0.0,156.78,0.13,152.84,173.98,177.93,7640.0,2561.01,-0.92,55.6,0.31,7573.5,7592.8,4003.71,37,7999.T
5998.T,JP,JPY,1800.0,0.9,2.4,11.87,-3.0,15.16,117.91,2324.44,765.35,-22.56,67.1,0.33,1726.4,1817.66,1528.85,37,5998.T
4556.T,JP,JPY,2267.0,0.0,78.08,0.35,68.42,76.97,93.1,2284.0,1174.0,-0.74,50.0,0.45,2266.15,2271.36,1527.57,37,4556.T
TROW,US,USD,99.05999755859375,-0.43,-3.91,9.79,-5.24,-0.71,18.05,107.41,83.61,-7.77,83.9,0.69,93.84,91.78,99.0,37,TROW
6855.T,JP,JPY,6440.0,1.42,65.7,10.84,34.48,65.28,282.77,9904.76,1682.48,-34.98,62.7,0.59,6258.5,6902.74,4311.41,37,6855.T
6874.T,JP,JPY,2811.0,2.07,7.29,4.85,0.04,13.26,40.04,2930.0,1997.55,-4.06,64.2,0.64,2729.4,2763.36,2567.91,37,6874.T
3168.T,JP,JPY,1391.0,1.31,109.75,10.22,55.92,156.28,180.16,1785.0,496.51,-22.07,55.4,0.39,1364.0,1434.95,821.13,37,3168.T
7847.T,JP,JPY,639.0,2.24,3.25,2.73,-2.46,4.4,8.53,668.78,586.87,-4.45,61.3,1.07,621.8,634.87,623.77,37,7847.T
9635.T,JP,JPY,2576.0,0.94,14.69,-0.35,5.14,16.67,22.67,2654.0,2074.0,-2.94,65.9,0.36,2554.15,2577.44,2335.37,37,9635.T
5542.T,JP,JPY,827.0,1.6,13.13,3.5,7.54,6.35,24.44,869.0,657.83,-4.83,61.0,1.97,811.35,811.8,772.61,37,5542.T
7050.T,JP,JPY,1622.0,-2.52,8.71,4.31,9.08,43.86,61.7,1698.0,875.0,-4.48,65.1,1.6,1591.85,1570.3,1313.04,37,7050.T
NWS,US,USD,30.239999771118164,-0.53,1.95,9.76,-2.12,0.7,-2.51,34.93,25.56,-13.43,75.9,0.5,29.03,27.68,30.28,36,NWS
2354.T,JP,JPY,922.0,-4.16,14.13,16.41,9.97,36.89,65.35,962.0,557.61,-4.16,58.7,0.85,876.2,822.43,725.95,36,2354.T
7077.T,JP,JPY,1003.0,0.3,-9.23,6.48,-6.78,-2.62,-1.67,1129.0,940.0,-11.16,70.8,0.89,980.35,990.86,1048.36,36,7077.T
5035.T,JP,JPY,432.0,2.86,3.35,5.62,0.23,-6.78,-17.24,540.84,390.0,-20.12,70.3,4.43,406.7,415.82,447.44,36,5035.T
BLK,US,USD,1044.969970703125,-0.81,-3.16,7.9,-6.31,-6.14,17.5,1190.14,889.36,-12.2,70.9,0.47,1006.5,1010.03,1073.86,36,BLK
6914.T,JP,JPY,2861.0,2.73,11.45,3.96,13.44,28.92,96.09,3200.0,1458.99,-10.59,64.1,1.05,2810.45,2836.36,2335.51,36,6914.T
3437.T,JP,JPY,3095.0,-0.16,-9.55,5.63,-12.07,14.72,37.73,3637.92,2223.0,-14.92,68.5,1.52,2999.2,3034.9,2900.14,36,3437.T
5257.T,JP,JPY,2575.0,-0.16,-7.87,6.01,-7.74,3.0,-4.8,2925.22,2261.27,-11.97,62.2,1.0,2532.35,2458.76,2591.31,36,5257.T
SHW,US,USD,337.70001220703125,0.01,3.24,5.68,-2.84,2.26,2.74,373.53,303.53,-9.59,67.0,0.67,329.91,335.45,341.49,36,SHW
RJF,US,USD,153.4199981689453,0.01,-5.87,6.79,-9.25,-6.4,13.18,174.67,135.23,-12.17,71.1,0.67,148.37,149.83,160.03,36,RJF
6882.T,JP,JPY,1062.0,1.63,17.34,9.26,4.46,21.37,41.88,1087.44,748.5,-2.34,53.5,0.88,1022.35,1006.59,909.85,35,6882.T
4203.T,JP,JPY,5235.0,1.77,2.81,5.99,-2.67,7.04,66.2,5946.76,3149.9,-11.97,63.3,0.81,5131.3,5324.27,4991.67,35,4203.T
8144.T,JP,JPY,1367.0,-0.51,12.07,2.32,10.12,11.44,23.55,1388.22,1101.59,-1.53,55.5,2.05,1351.5,1344.74,1244.41,35,8144.T
6743.T,JP,JPY,795.0,-1.73,-0.32,5.58,1.91,42.36,61.06,926.25,466.51,-14.17,65.3,0.26,778.05,798.39,673.9,35,6743.T
7794.T,JP,JPY,1413.0,-1.12,253.25,7.53,178.7,180.91,145.74,2673.0,362.0,-47.14,65.6,0.68,1289.9,1361.66,733.88,35,7794.T
6776.T,JP,JPY,279.0,0.0,9.34,5.68,5.29,8.09,9.76,286.0,246.33,-2.45,55.6,0.46,278.5,272.61,262.55,35,6776.T
2686.T,JP,JPY,297.0,0.0,1.02,6.07,1.71,4.95,8.39,298.0,271.0,-0.34,50.0,0.91,292.3,288.18,287.66,35,2686.T
268A.T,JP,JPY,2434.0,-4.55,95.03,6.57,94.72,159.53,193.95,2766.0,689.87,-12.0,54.0,0.84,2397.05,2049.04,1236.48,35,268A.T
8118.T,JP,JPY,1122.0,0.54,24.02,-1.67,20.86,30.7,53.19,1148.0,732.45,-2.26,53.5,1.46,1117.25,1104.33,924.99,35,8118.T
8060.T,JP,JPY,3673.0,-1.84,5.9,6.0,6.0,25.01,58.97,3742.0,2310.43,-1.84,57.6,1.13,3559.3,3490.44,3171.48,35,8060.T
6629.T,JP,JPY,1011.0,-2.51,-7.79,13.6,-13.06,141.52,177.14,1268.49,330.57,-20.3,60.6,0.34,943.3,963.8,704.58,35,6629.T
7989.T,JP,JPY,2586.0,0.19,33.02,0.15,30.28,42.29,76.08,2640.0,1398.42,-2.05,54.2,1.25,2579.6,2564.48,2028.23,35,7989.T
9147.T,JP,JPY,3795.0,1.04,12.18,5.65,9.78,14.32,52.43,3888.0,2465.43,-2.39,52.5,0.98,3772.85,3724.48,3397.44,35,9147.T
9039.T,JP,JPY,2893.0,-0.96,2.42,5.93,-0.7,3.35,21.52,2980.78,2342.11,-2.94,58.4,0.93,2867.6,2796.59,2779.32,35,9039.T
6677.T,JP,JPY,3260.0,0.62,3.0,5.16,-2.4,14.79,49.69,3615.0,2177.83,-9.82,62.8,0.79,3225.0,3274.7,3024.91,35,6677.T
6135.T,JP,JPY,11790.0,11.54,7.08,2.08,4.71,5.08,2.61,11790.0,9080.0,0.0,55.3,4.24,11531.0,11564.6,11359.1,35,6135.T
F,US,USD,12.380000114440918,-0.8,-6.19,6.72,-6.89,2.58,29.64,14.43,9.52,-14.21,64.3,0.83,12.16,12.53,12.35,35,F
CCEP,US,USD,98.05999755859375,0.75,11.17,5.68,9.5,9.12,14.53,110.43,84.39,-11.2,66.6,1.0,95.39,98.97,92.56,35,CCEP
5816.T,JP,JPY,1849.0,-1.39,27.87,10.13,23.18,69.75,116.33,2227.0,854.71,-16.97,56.3,0.6,1865.7,1770.26,1359.2,35,5816.T
LII,US,USD,490.9700012207031,-0.55,-1.3,12.35,-3.9,-0.26,-5.72,659.2,436.59,-25.52,63.5,0.61,479.43,502.85,524.79,35,LII
5589.T,JP,JPY,2670.0,0.38,6.67,5.53,3.21,8.65,15.27,2672.0,2268.64,-0.07,51.4,0.38,2650.65,2592.44,2479.1,35,5589.T
190A.T,JP,JPY,151.0,-1.31,34.82,14.39,12.69,29.06,-37.86,243.0,100.0,-37.86,79.5,0.84,135.2,129.68,138.25,35,190A.T
4055.T,JP,JPY,1702.0,-1.73,19.02,15.0,-10.42,28.74,51.27,2129.0,1066.0,-20.06,69.6,0.5,1582.4,1607.2,1426.21,35,4055.T
5210.T,JP,JPY,3140.0,-2.48,4.9,7.17,1.91,18.44,49.63,3919.67,2098.57,-19.89,69.2,2.48,2854.05,3032.4,2796.03,35,5210.T
6161.T,JP,JPY,1027.0,-0.1,4.94,1.38,3.19,3.5,27.96,1074.02,791.9,-4.38,63.7,0.2,1017.2,1026.99,993.16,34,6161.T
5290.T,JP,JPY,1995.0,-2.87,56.25,-0.89,46.02,41.74,108.71,2091.63,946.54,-4.62,47.9,0.64,2022.8,1855.47,1486.34,34,5290.T
3763.T,JP,JPY,1520.0,2.49,-10.5,4.32,-8.4,1.02,47.06,1759.2,1029.24,-13.6,75.3,1.53,1402.95,1417.71,1510.02,34,3763.T
5631.T,JP,JPY,9872.0,1.2,23.5,7.84,10.15,-1.69,69.88,10345.27,5684.27,-4.57,53.5,1.1,9403.7,9515.34,9087.07,34,5631.T
7806.T,JP,JPY,6270.0,-1.88,26.92,-3.09,44.47,51.82,121.48,6600.0,2791.14,-5.0,55.4,0.77,6324.5,5981.2,4813.85,34,7806.T
6819.T,JP,JPY,482.0,-0.21,1.23,0.42,-0.59,-0.39,3.55,501.33,436.36,-3.86,63.4,0.46,475.65,478.49,475.77,34,6819.T
7811.T,JP,JPY,1931.0,-0.82,0.77,4.21,-2.29,10.19,19.05,2024.29,1613.27,-4.61,76.1,0.65,1860.0,1903.56,1867.57,34,7811.T
DVA,US,USD,151.85000610351562,-2.05,32.61,-3.13,41.24,18.61,8.81,156.76,103.87,-3.13,53.2,0.84,150.28,150.98,132.64,34,DVA
9360.T,JP,JPY,2950.0,0.0,-2.3,2.5,-3.08,2.23,22.02,3115.91,2385.81,-5.32,64.0,0.28,2906.2,2892.23,2924.17,34,9360.T
7902.T,JP,JPY,1140.0,-1.64,24.26,1.06,-1.02,24.39,41.32,1203.13,803.74,-5.25,63.9,0.22,1117.3,1103.0,960.25,34,7902.T
7464.T,JP,JPY,1638.0,0.0,3.35,3.41,3.28,4.17,-4.17,1709.26,1539.68,-4.17,60.1,0.0,1634.5,1628.69,1591.35,34,7464.T
CINF,US,USD,164.47999572753906,-2.2,2.45,4.39,4.73,6.8,25.85,171.64,130.69,-4.17,60.6,0.74,162.18,162.25,157.95,34,CINF
7362.T,JP,JPY,821.0,-0.36,4.06,-0.97,0.24,-1.68,1.73,876.0,762.0,-6.28,65.2,0.69,818.15,810.76,820.02,34,7362.T
2226.T,JP,JPY,4685.0,0.43,2.39,0.97,1.19,3.51,2.94,4931.54,4506.58,-5.0,60.0,1.31,4667.0,4634.99,4648.98,34,2226.T
3946.T,JP,JPY,3495.0,1.3,-0.37,2.95,-0.51,6.8,47.41,3630.49,2349.79,-3.73,63.9,0.92,3424.5,3436.24,3305.88,34,3946.T
3157.T,JP,JPY,1591.0,-2.99,8.67,0.25,1.7,21.31,59.08,1676.53,994.33,-5.1,69.8,1.08,1475.1,1556.57,1379.61,34,3157.T
3877.T,JP,JPY,1928.0,-0.05,-1.71,3.05,-2.2,16.1,33.42,2013.2,1429.83,-4.23,63.8,0.68,1905.15,1908.72,1786.26,34,3877.T
6395.T,JP,JPY,1384.0,-1.07,28.98,5.81,18.49,29.34,52.17,1484.0,895.25,-6.74,48.2,0.65,1394.7,1364.74,1136.76,34,6395.T
3878.T,JP,JPY,870.0,0.23,11.76,8.48,11.06,18.96,36.77,921.0,587.02,-5.54,42.2,0.33,865.05,854.0,773.3,34,3878.T
3065.T,JP,JPY,1615.0,-0.12,-0.37,0.37,-2.06,-1.1,-0.8,1689.82,1605.0,-4.43,62.5,2.38,1615.75,1618.97,1633.21,34,3065.T
6929.T,JP,JPY,3645.0,1.53,-3.44,3.85,-5.81,7.27,43.98,3910.0,2523.99,-6.78,71.4,0.84,3545.25,3619.3,3418.64,34,6929.T
7425.T,JP,JPY,2606.0,1.96,24.39,9.36,10.85,33.31,48.74,2735.0,1747.28,-4.72,59.5,0.08,2552.25,2439.0,2112.96,34,7425.T
8151.T,JP,JPY,1791.0,-0.22,4.7,2.52,-1.79,10.28,35.99,1919.05,1297.83,-6.67,63.1,0.96,1747.55,1768.02,1651.26,34,8151.T
2139.T,JP,JPY,514.0,0.98,25.16,7.53,17.09,24.27,27.27,542.38,396.06,-5.23,48.4,0.53,509.25,507.38,447.17,34,2139.T
1966.T,JP,JPY,1840.0,1.21,5.06,4.37,-1.29,17.87,29.87,1937.09,1407.13,-5.01,68.4,1.32,1799.75,1785.2,1650.52,34,1966.T
6454.T,JP,JPY,1691.0,-0.12,7.02,9.56,11.04,33.48,80.81,1753.0,935.25,-3.54,56.1,0.68,1675.7,1605.12,1419.37,34,6454.T
6144.T,JP,JPY,2838.0,-0.42,-5.94,-3.93,0.5,32.64,55.59,3026.96,1782.44,-6.24,62.4,0.46,2816.0,2808.25,2409.02,34,6144.T
5331.T,JP,JPY,3295.0,0.3,15.84,2.65,5.24,41.36,86.65,3501.37,1731.34,-5.89,62.4,0.68,3239.75,3248.47,2655.53,34,5331.T
3981.T,JP,JPY,1283.0,0.86,2.31,0.71,1.5,6.69,-3.28,1342.9,1178.31,-4.46,60.9,0.12,1272.45,1274.12,1257.99,34,3981.T
4051.T,JP,JPY,5840.0,0.17,15.87,6.96,15.19,-6.56,21.37,6340.0,4526.19,-7.89,57.5,1.1,5729.0,5472.0,5461.41,34,4051.T
2917.T,JP,JPY,918.0,-0.76,2.23,1.32,2.57,2.0,-0.24,968.67,885.0,-5.23,62.2,0.35,910.65,909.6,911.87,34,2917.T
6568.T,JP,JPY,1282.0,-1.23,13.28,2.07,2.88,10.58,31.09,1351.7,960.46,-5.16,61.0,0.92,1256.15,1245.17,1147.35,34,6568.T
7217.T,JP,JPY,424.0,-0.7,14.47,4.43,4.68,10.73,18.47,442.0,337.21,-4.07,66.3,0.74,405.7,397.51,384.59,34,7217.T
3986.T,JP,JPY,519.0,1.76,21.55,3.39,8.35,8.13,11.06,542.0,427.0,-4.24,60.8,1.28,511.6,502.66,476.92,34,3986.T
4746.T,JP,JPY,4405.0,-1.01,6.66,3.04,-0.79,14.81,9.18,4605.0,3532.04,-4.34,61.5,0.73,4409.0,4341.4,4075.56,34,4746.T
9272.T,JP,JPY,1587.0,-2.94,13.52,4.13,9.6,12.31,16.35,1663.0,1209.0,-4.57,63.7,1.35,1561.8,1560.4,1446.19,34,9272.T
1444.T,JP,JPY,2770.0,0.14,-4.15,2.48,-4.58,-2.29,10.71,2998.0,2413.0,-7.61,72.7,0.31,2742.6,2705.7,2765.51,34,1444.T
8032.T,JP,JPY,1092.0,-0.18,22.87,6.12,13.94,53.34,89.17,1132.98,566.69,-3.62,53.3,0.7,1087.8,1070.65,824.69,34,8032.T
3839.T,JP,JPY,626.0,-0.32,-1.26,-0.95,-0.17,1.77,12.17,647.87,552.2,-3.38,63.2,1.73,620.0,626.78,614.1,34,3839.T
SWKS,US,USD,63.650001525878906,3.41,0.02,12.34,7.79,-14.03,7.97,81.06,52.5,-21.48,87.1,1.36,57.22,57.15,65.42,34,SWKS
8361.T,JP,JPY,6780.0,0.89,39.44,8.57,16.72,87.39,211.07,7270.0,2094.67,-6.74,59.3,0.53,6741.5,6426.15,4466.74,34,8361.T
4092.T,JP,JPY,3250.0,-2.11,16.3,11.23,2.69,16.34,64.3,3770.0,1835.07,-13.79,58.5,0.51,3158.5,3173.13,2775.79,33,4092.T
MELI,US,USD,1835.219970703125,1.44,-7.02,12.52,-17.06,-14.57,-17.55,2613.63,1599.52,-29.78,65.7,0.75,1781.51,1782.29,2107.35,33,MELI
HOOD,US,USD,84.70999908447266,1.4,-26.47,20.41,-20.83,-36.94,71.3,152.46,46.62,-44.44,68.3,0.62,77.01,76.11,107.16,33,HOOD
1435.T,JP,JPY,205.0,-1.44,20.59,5.67,21.3,10.81,25.79,227.0,142.23,-9.69,51.4,0.6,208.35,201.94,183.24,33,1435.T
8387.T,JP,JPY,2489.0,-0.2,40.23,5.6,23.73,76.3,119.8,2706.0,1064.64,-8.02,57.5,0.73,2500.3,2378.51,1724.36,33,8387.T
7065.T,JP,JPY,994.0,0.61,14.91,11.19,-9.22,40.59,58.31,1132.0,626.91,-12.19,59.1,1.26,925.75,944.0,835.55,33,7065.T
7564.T,JP,JPY,6880.0,-0.43,4.05,10.66,6.6,20.43,52.31,7689.71,4408.24,-10.53,57.8,0.76,6594.5,6723.43,6285.09,33,7564.T
6599.T,JP,JPY,3520.0,-2.22,19.58,5.33,22.03,51.87,66.85,4005.0,2030.83,-12.11,44.5,0.91,3694.25,3280.98,2680.95,33,6599.T
6195.T,JP,JPY,219.0,-1.79,2.82,5.29,-12.75,11.17,4.29,252.0,187.0,-13.1,65.7,0.88,213.45,212.96,211.19,33,6195.T
6039.T,JP,JPY,1424.0,-2.73,24.76,17.98,6.5,56.66,174.61,1580.0,475.05,-9.87,59.6,0.92,1413.5,1350.34,1040.1,33,6039.T
2481.T,JP,JPY,699.0,1.3,2.79,0.72,2.34,5.91,0.82,784.0,652.0,-10.84,72.2,2.64,690.45,688.86,689.45,33,2481.T
2222.T,JP,JPY,2008.5,-0.64,12.98,4.07,12.42,8.86,-1.28,2346.94,1688.87,-14.42,63.2,0.77,1948.62,1928.54,1866.84,33,2222.T
6480.T,JP,JPY,985.0,-1.3,21.13,11.17,9.23,46.93,115.88,1098.64,456.28,-10.34,55.6,0.61,973.45,964.37,763.09,33,6480.T
6702.T,JP,JPY,3696.0,-2.04,-13.3,14.39,-14.7,-1.76,27.65,4586.32,2895.37,-19.41,69.4,1.12,3489.75,3495.22,3719.17,33,6702.T
CNC,US,USD,41.81999969482422,1.78,0.1,24.61,-9.64,21.71,-27.51,62.92,25.21,-33.53,84.1,1.26,36.91,38.37,36.25,33,CNC
4812.T,JP,JPY,2190.0,0.32,-18.07,10.22,-15.57,-1.05,9.46,2752.0,1779.0,-20.42,69.4,1.03,2097.6,1983.62,2253.87,33,4812.T
479A.T,JP,JPY,1520.0,-0.59,-13.93,13.43,-19.11,0.0,-12.89,2029.0,1271.0,-25.09,76.2,0.71,1394.7,1434.26,0.0,33,479A.T
9656.T,JP,JPY,618.0,0.0,0.65,1.64,1.31,0.83,2.93,636.52,600.4,-2.91,81.8,0.93,612.5,609.54,611.53,33,9656.T
5702.T,JP,JPY,1447.0,-1.03,23.08,12.34,9.76,28.98,62.73,1595.0,863.4,-9.28,42.6,0.51,1497.1,1407.97,1181.21,33,5702.T
9361.T,JP,JPY,2286.0,0.0,3.77,3.07,12.28,35.06,48.67,2490.0,1499.94,-8.19,70.5,0.51,2247.4,2269.88,1920.03,33,9361.T
4976.T,JP,JPY,1435.0,2.57,-1.71,2.65,-6.21,4.4,33.13,1595.0,1076.26,-10.03,64.9,2.27,1388.05,1456.34,1414.77,33,4976.T
NTAP,US,USD,108.70999908447266,0.29,2.63,4.61,10.58,-6.78,25.28,124.56,86.19,-12.73,63.6,0.65,102.57,101.21,107.82,33,NTAP
5889.T,JP,JPY,2230.0,0.68,11.28,4.74,11.77,7.45,5.67,2424.28,1802.34,-8.01,65.7,0.93,2120.4,2039.88,2041.87,33,5889.T
IVZ,US,USD,25.510000228881836,0.55,-4.54,5.85,-10.18,14.39,90.63,29.2,13.37,-12.65,72.2,0.89,24.26,24.62,23.76,33,IVZ
3896.T,JP,JPY,446.0,0.0,32.34,13.2,5.19,17.37,7.47,515.0,321.0,-13.4,55.6,0.21,439.75,424.4,390.51,33,3896.T
POOL,US,USD,232.5500030517578,1.69,1.84,15.67,-12.09,-21.72,-18.74,330.01,198.74,-29.53,79.5,1.41,216.22,217.36,262.78,33,POOL
4284.T,JP,JPY,476.0,-0.42,0.42,6.49,-10.53,14.74,36.86,552.0,347.81,-13.77,65.8,1.35,457.2,459.96,449.29,33,4284.T
1939.T,JP,JPY,1970.0,3.09,29.07,2.55,16.54,49.12,63.92,2063.66,1201.78,-4.54,57.9,2.7,1934.85,1934.86,1536.16,32,1939.T
7777.T,JP,JPY,518.0,-2.26,42.7,17.46,11.64,86.33,321.14,768.0,123.0,-32.55,62.2,0.74,498.3,545.96,363.82,32,7777.T
4645.T,JP,JPY,431.0,0.47,-3.96,2.86,-3.54,-1.16,8.58,464.42,393.05,-7.2,67.7,1.43,424.25,426.59,432.9,32,4645.T
3169.T,JP,JPY,648.0,-1.22,-4.72,3.51,-6.08,-4.99,0.7,703.79,617.8,-7.93,68.8,0.52,636.85,631.88,655.91,32,3169.T
UPS,US,USD,107.0199966430664,-0.65,7.42,9.76,1.44,26.85,16.77,118.35,80.05,-9.57,83.1,0.74,101.83,104.58,95.36,31,UPS
9059.T,JP,JPY,861.0,-0.69,-4.08,3.18,-6.04,6.06,18.0,934.13,729.64,-7.83,60.0,0.43,857.1,872.86,850.24,31,9059.T
277A.T,JP,JPY,2482.0,8.24,-9.91,15.17,-8.14,-9.55,37.28,3305.0,1700.0,-24.9,48.2,1.76,2476.85,2327.52,2584.09,31,277A.T
VST,US,USD,164.35000610351562,4.78,-0.4,7.91,3.63,-13.88,30.44,217.32,126.0,-24.37,65.1,0.86,156.64,161.11,178.31,31,VST
5842.T,JP,JPY,3630.0,0.83,9.01,8.85,2.69,13.05,26.95,4011.26,2624.22,-9.5,80.2,0.84,3438.5,3331.2,3447.36,31,5842.T
3058.T,JP,JPY,691.0,0.0,1.77,-7.12,1.47,1.02,0.73,744.0,672.0,-7.12,69.2,0.07,685.6,693.16,685.82,31,3058.T
8927.T,JP,JPY,491.0,0.2,13.56,6.28,12.28,-4.13,52.22,577.16,317.72,-14.93,51.0,1.89,490.75,468.68,464.38,31,8927.T
4620.T,JP,JPY,1164.0,2.02,89.88,4.96,83.35,93.64,149.08,1276.0,449.72,-8.78,46.4,0.53,1204.65,1135.42,741.46,31,4620.T
CBRE,US,USD,148.2899932861328,-0.68,-7.43,10.0,-12.93,-9.69,22.83,171.61,120.43,-13.59,69.8,0.73,143.26,141.08,154.24,31,CBRE
4255.T,JP,JPY,2150.0,0.0,-6.11,9.58,1.13,91.62,170.44,2470.0,673.0,-12.96,93.1,0.1,2048.7,2022.68,1567.59,31,4255.T
2122.T,JP,JPY,1259.0,0.0,5.62,-2.4,-1.41,2.52,32.78,1365.66,894.51,-7.81,63.3,0.71,1240.6,1279.3,1151.4,31,2122.T
6898.T,JP,JPY,4150.0,-3.38,16.25,6.14,11.86,30.5,39.03,4500.0,2890.0,-7.78,55.1,0.18,4030.5,3833.2,3378.86,31,6898.T
3934.T,JP,JPY,1966.0,0.82,12.85,5.59,7.98,7.75,86.31,2176.65,1055.23,-9.68,81.9,0.37,1858.4,1937.0,1812.99,31,3934.T
AZO,US,USD,3577.909912109375,-0.54,8.3,5.36,-5.5,-7.07,-0.87,4354.54,3244.92,-17.83,60.7,1.58,3485.39,3566.81,3773.19,31,AZO
6942.T,JP,JPY,1280.0,-0.08,6.31,-6.64,4.15,6.31,21.33,1388.0,1044.0,-7.78,64.8,0.71,1276.15,1312.22,1230.77,31,6942.T
1960.T,JP,JPY,1391.0,3.96,5.83,2.28,-1.92,42.2,82.88,1619.37,760.63,-14.1,61.6,1.77,1352.05,1393.93,1211.55,31,1960.T
